,Amount
28442,11.85
28443,0.76
28444,1.98
28445,34.01
28446,377.56
28447,75.84
28448,8.92
28449,9.99
28450,15.0
28451,47.85
28452,18.72
28453,15.0
28454,30.9
28455,2.99
28456,1.03
28457,272.98
28458,115.67
28459,221.93
28460,7.83
28461,1.79
28462,112.0
28463,24.55
28464,3.59
28465,0.77
28466,1.98
28467,13.32
28468,160.0
28469,134.62
28470,28.75
28471,0.77
28472,39.0
28473,63.87
28474,99.05
28475,1.79
28476,1.29
28477,22.78
28478,116.31
28479,63.35
28480,9.99
28481,7.07
28482,5.15
28483,1.98
28484,1.0
28485,6.02
28486,0.77
28487,333.18
28488,10.0
28489,9.08
28490,9.58
28491,121.5
28492,2.67
28493,229.48
28494,0.77
28495,1.5
28496,8.99
28497,29.67
28498,64.99
28499,0.76
28500,10.62
28501,8.49
28502,53.94
28503,16.99
28504,200.0
28505,40.8
28506,137.0
28507,8.0
28508,102.0
28509,12.99
28510,7.92
28511,5.04
28512,201.0
28513,56.0
28514,28.75
28515,1.29
28516,1.29
28517,193.5
28518,9.99
28519,1.0
28520,150.0
28521,17.3
28522,40.0
28523,14.13
28524,40.0
28525,60.0
28526,29.99
28527,1.0
28528,38.72
28529,61.65
28530,118.02
28531,763.99
28532,1.79
28533,52.9
28534,89.95
28535,35.39
28536,114.72
28537,3.59
28538,41.5
28539,8.99
28540,0.99
28541,8.99
28542,85.66
28543,99.0
28544,77.05
28545,0.76
28546,130.0
28547,105.06
28548,5.38
28549,3.5
28550,151.0
28551,20.55
28552,8.91
28553,1.57
28554,0.89
28555,159.0
28556,78.3
28557,306.59
28558,6.0
28559,8.97
28560,1.29
28561,97.0
28562,141.03
28563,1.0
28564,0.76
28565,3.59
28566,294.95
28567,405.32
28568,50.0
28569,24.84
28570,22.32
28571,123.23
28572,4.24
28573,204.0
28574,123.9
28575,1.0
28576,37.07
28577,31.2
28578,1.5
28579,1.29
28580,13.99
28581,23.41
28582,0.01
28583,0.01
28584,180.9
28585,41.01
28586,57.8
28587,137.87
28588,10.4
28589,855.8
28590,44.8
28591,32.0
28592,97.75
28593,64.4
28594,4.18
28595,28.6
28596,966.27
28597,12.0
28598,80.5
28599,226.0
28600,28.0
28601,8.0
28602,0.76
28603,38.8
28604,136.13
28605,1.57
28606,1.98
28607,850.0
28608,81.0
28609,50.29
28610,9.96
28611,13.37
28612,120.0
28613,5.74
28614,6.99
28615,0.76
28616,1.0
28617,19.0
28618,52.52
28619,113.21
28620,14.95
28621,319.99
28622,1.0
28623,73.15
28624,2.28
28625,48.03
28626,31.46
28627,1.98
28628,0.89
28629,4.24
28630,9.98
28631,0.77
28632,127.54
28633,77.65
28634,60.9
28635,214.92
28636,1.5
28637,237.0
28638,0.89
28639,3.66
28640,80.0
28641,90.0
28642,2.24
28643,6.64
28644,2.28
28645,9.99
28646,1796.3
28647,283.91
28648,199.0
28649,0.9
28650,5.85
28651,12.64
28652,1.0
28653,379.95
28654,1.0
28655,8.99
28656,13.48
28657,522.3
28658,29.1
28659,11.18
28660,214.8
28661,61.16
28662,0.89
28663,0.76
28664,0.76
28665,4.99
28666,7.71
28667,49.95
28668,54.74
28669,1.0
28670,24.16
28671,400.0
28672,0.77
28673,24.95
28674,3.8
28675,45.0
28676,1.0
28677,79.57
28678,1.98
28679,0.76
28680,129.76
28681,11.98
28682,238.0
28683,12.95
28684,0.77
28685,69.99
28686,9.46
28687,15.0
28688,15.13
28689,5.99
28690,1.98
28691,58.9
28692,19.0
28693,29.57
28694,459.06
28695,16.0
28696,0.92
28697,30.53
28698,103.93
28699,32.4
28700,51.85
28701,1.54
28702,1.98
28703,59.23
28704,17.99
28705,18.9
28706,1.79
28707,15.0
28708,96.92
28709,30.5
28710,9.9
28711,166.73
28712,139.0
28713,5.99
28714,6.08
28715,0.95
28716,0.89
28717,49.99
28718,0.89
28719,99.0
28720,4.78
28721,12.31
28722,12.99
28723,54.99
28724,18.85
28725,29.23
28726,93.85
28727,600.0
28728,0.98
28729,210.0
28730,55.37
28731,4.99
28732,95.3
28733,0.89
28734,4.93
28735,1.0
28736,98.5
28737,25.0
28738,12.13
28739,1.0
28740,16.99
28741,0.89
28742,214.96
28743,1.0
28744,0.76
28745,28.75
28746,159.0
28747,59.0
28748,1065.4
28749,10.25
28750,702.1
28751,28.78
28752,8.88
28753,0.99
28754,2.3
28755,8.3
28756,61.13
28757,34.62
28758,102.0
28759,955.1
28760,22.57
28761,0.76
28762,595.0
28763,2.0
28764,1.06
28765,39.8
28766,17.49
28767,1.0
28768,39.99
28769,84.98
28770,9.62
28771,1.99
28772,23.0
28773,5.99
28774,326.57
28775,1355.2
28776,62.0
28777,13.33
28778,12.99
28779,5.76
28780,102.0
28781,17.5
28782,37.98
28783,18.71
28784,92.71
28785,5.92
28786,266.8
28787,0.76
28788,5.47
28789,4.49
28790,1160.9
28791,69.0
28792,1.0
28793,17.99
28794,7.5
28795,32.96
28796,32.45
28797,2.99
28798,4.49
28799,1.0
28800,32.0
28801,2.69
28802,2.36
28803,4.93
28804,110.0
28805,12.99
28806,1.98
28807,342.0
28808,35.0
28809,128.47
28810,20.0
28811,65.0
28812,142.38
28813,33.65
28814,12.99
28815,19.95
28816,69.99
28817,4.54
28818,66.9
28819,1.98
28820,52.0
28821,250.0
28822,4.49
28823,61.01
28824,3.9
28825,7.7
28826,8.36
28827,89.99
28828,19.95
28829,15.18
28830,1.78
28831,323.95
28832,17.99
28833,28.0
28834,99.95
28835,0.76
28836,12.99
28837,85.75
28838,107.0
28839,52.9
28840,24.4
28841,99.99
28842,33.46
28843,2.34
28844,100.0
28845,9.99
28846,140.0
28847,0.76
28848,19.4
28849,9.99
28850,29.99
28851,33.35
28852,14.7
28853,52.0
28854,25.95
28855,0.01
28856,0.76
28857,7.87
28858,669.65
28859,236.9
28860,232.0
28861,39.95
28862,1.0
28863,15.0
28864,281.83
28865,23.88
28866,116.1
28867,449.0
28868,39.97
28869,10.03
28870,295.0
28871,1472.0
28872,170.58
28873,2.66
28874,46.9
28875,15.0
28876,199.99
28877,62.79
28878,24.99
28879,7.55
28880,10.74
28881,2.69
28882,296.6
28883,0.99
28884,15.99
28885,1.0
28886,1.79
28887,76.48
28888,500.0
28889,1.78
28890,25.38
28891,1.13
28892,138.38
28893,43.25
28894,1014.81
28895,240.9
28896,1.0
28897,29.8
28898,29.97
28899,9.99
28900,18.72
28901,30.53
28902,13.23
28903,28.77
28904,1.0
28905,102.92
28906,1.0
28907,13.56
28908,1.98
28909,199.32
28910,0.77
28911,1.29
28912,1.0
28913,1.29
28914,10.59
28915,9.99
28916,10.45
28917,34.64
28918,9.99
28919,33.32
28920,20.98
28921,26.91
28922,1.0
28923,171.5
28924,4.18
28925,255.0
28926,47.9
28927,1.0
28928,38.45
28929,99.99
28930,42.0
28931,1.0
28932,7.55
28933,140.58
28934,17.85
28935,7.07
28936,12.36
28937,44.0
28938,15.12
28939,34.9
28940,2.0
28941,6.0
28942,1.0
28943,11.32
28944,2.69
28945,697.5
28946,48.55
28947,67.0
28948,290.53
28949,9.75
28950,520.25
28951,41.43
28952,75.0
28953,1.51
28954,40.0
28955,68.78
28956,25.8
28957,3.74
28958,54.99
28959,188.0
28960,12.85
28961,2823.37
28962,145.6
28963,101.96
28964,1.0
28965,1.0
28966,1.7
28967,22.7
28968,1.0
28969,50.9
28970,24.99
28971,99.0
28972,11.85
28973,14.95
28974,4.49
28975,182.6
28976,11.5
28977,62.7
28978,35.0
28979,500.0
28980,69.0
28981,29.99
28982,229.7
28983,10.0
28984,31.52
28985,136.0
28986,1.29
28987,12.99
28988,32.4
28989,1.49
28990,74.99
28991,51.34
28992,151.2
28993,1.29
28994,133.53
28995,4.0
28996,34.99
28997,1.0
28998,342.58
28999,8.49
29000,18.96
29001,269.0
29002,240.95
29003,0.77
29004,102.58
29005,45.0
29006,1.59
29007,135.44
29008,11.5
29009,65.5
29010,171.67
29011,19.7
29012,153.08
29013,2.99
29014,9.62
29015,57.0
29016,1.98
29017,119.0
29018,12.31
29019,3.0
29020,26.98
29021,18.4
29022,4.49
29023,7.5
29024,7.99
29025,10.62
29026,1.79
29027,170.0
29028,195.0
29029,94.0
29030,331.65
29031,1.29
29032,25.0
29033,13.98
29034,82.4
29035,11.5
29036,80.0
29037,1.81
29038,35.27
29039,10.0
29040,1.0
29041,1.5
29042,159.0
29043,25.27
29044,174.95
29045,1.98
29046,22.53
29047,74.98
29048,119.0
29049,15.0
29050,580.4
29051,27.4
29052,42.9
29053,0.77
29054,9.99
29055,39.9
29056,15.0
29057,49.22
29058,12.99
29059,100.0
29060,0.99
29061,120.0
29062,28.99
29063,54.27
29064,164.85
29065,8.62
29066,10.0
29067,6.01
29068,1.98
29069,1.0
29070,4.56
29071,1.98
29072,130.8
29073,101.15
29074,16.0
29075,15.94
29076,35.0
29077,15.25
29078,39.0
29079,0.76
29080,48.55
29081,0.99
29082,63.22
29083,23.7
29084,121.0
29085,135.6
29086,113.02
29087,39.9
29088,66.12
29089,53.3
29090,69.9
29091,8.22
29092,38.9
29093,37.5
29094,1.0
29095,1.99
29096,0.88
29097,2.2
29098,406.17
29099,72.5
29100,187.95
29101,17.99
29102,263.06
29103,33.0
29104,1.29
29105,49.99
29106,3.58
29107,11.04
29108,1.79
29109,183.59
29110,69.0
29111,30.28
29112,1.98
29113,4.99
29114,17.95
29115,81.17
29116,79.95
29117,10.0
29118,1.29
29119,255.0
29120,167.0
29121,38.99
29122,813.01
29123,15.99
29124,5.5
29125,23.2
29126,22.9
29127,154.0
29128,49.99
29129,15.0
29130,15.0
29131,18.66
29132,24.99
29133,1.98
29134,10.02
29135,1666.4
29136,72.0
29137,16.99
29138,177.7
29139,107.73
29140,29.95
29141,124.16
29142,307.94
29143,1.0
29144,126.0
29145,192.93
29146,49.56
29147,5.91
29148,69.99
29149,28.99
29150,173.0
29151,40.0
29152,0.76
29153,11.89
29154,100.0
29155,20.48
29156,101.0
29157,15.0
29158,158.0
29159,15.9
29160,2.23
29161,800.0
29162,0.77
29163,19.63
29164,1.98
29165,0.89
29166,3.11
29167,2.28
29168,20.0
29169,24.27
29170,83.0
29171,1.18
29172,493.36
29173,50.0
29174,126.86
29175,46.81
29176,29.99
29177,9.99
29178,199.0
29179,10.78
29180,3.0
29181,19.99
29182,1.98
29183,85.67
29184,31.2
29185,210.08
29186,8.99
29187,49.9
29188,49.9
29189,23.18
29190,174.95
29191,27.55
29192,47.99
29193,5.01
29194,2.49
29195,1.0
29196,8.99
29197,10.0
29198,0.0
29199,1.29
29200,10.0
29201,99.95
29202,1.98
29203,8.99
29204,16.25
29205,1.29
29206,261.04
29207,127.0
29208,12.0
29209,47.55
29210,583.48
29211,8.7
29212,6.6
29213,39.99
29214,9.8
29215,10.55
29216,21.0
29217,27.61
29218,1.29
29219,25.69
29220,44.46
29221,149.0
29222,83.7
29223,15.0
29224,9.0
29225,0.0
29226,28.0
29227,11.9
29228,253.65
29229,0.89
29230,3.62
29231,15.0
29232,1.0
29233,33.96
29234,6.49
29235,162.91
29236,69.99
29237,32.0
29238,4.13
29239,25.0
29240,11.9
29241,8.96
29242,452.98
29243,18.58
29244,5.0
29245,38.9
29246,1.0
29247,799.0
29248,135.9
29249,62.39
29250,10.0
29251,17.77
29252,5.44
29253,85.0
29254,3.94
29255,1.98
29256,10.0
29257,16.09
29258,59.99
29259,15.41
29260,29.99
29261,210.0
29262,1.0
29263,157.1
29264,5.0
29265,401.76
29266,8.98
29267,0.76
29268,24.32
29269,54.0
29270,0.9
29271,453.68
29272,12.89
29273,49.99
29274,19.4
29275,43.2
29276,3.79
29277,34.1
29278,325.0
29279,0.76
29280,44.0
29281,1.0
29282,334.45
29283,24.5
29284,0.0
29285,0.76
29286,1.79
29287,10.62
29288,1.48
29289,85.9
29290,1.78
29291,25.0
29292,5.38
29293,24.15
29294,19.9
29295,13.98
29296,2.68
29297,81.6
29298,798.0
29299,0.89
29300,0.23
29301,100.0
29302,0.89
29303,124.95
29304,103.57
29305,158.0
29306,359.96
29307,7.82
29308,1.0
29309,16.35
29310,10.0
29311,21.7
29312,40.09
29313,136.0
29314,5.46
29315,7.59
29316,11.0
29317,1.0
29318,15.18
29319,84.0
29320,67.49
29321,834.7
29322,12.31
29323,17.62
29324,9.99
29325,64.59
29326,20.0
29327,5.99
29328,10.54
29329,20.0
29330,12.0
29331,85.25
29332,19.0
29333,62.98
29334,0.0
29335,1.0
29336,11.36
29337,12.99
29338,12.99
29339,47.5
29340,31.29
29341,9.99
29342,207.03
29343,108.2
29344,117.7
29345,1.0
29346,23.89
29347,12.99
29348,25.0
29349,12.7
29350,0.99
29351,11.5
29352,0.77
29353,822.0
29354,49.9
29355,50.0
29356,453.86
29357,20.0
29358,0.89
29359,69.99
29360,92.5
29361,11.99
29362,58.0
29363,9.39
29364,59.99
29365,14.99
29366,15.18
29367,167.23
29368,8.9
29369,1.0
29370,70.24
29371,25.21
29372,13.31
29373,46.0
29374,24.99
29375,20.07
29376,0.0
29377,6.65
29378,43.95
29379,0.1
29380,97.33
29381,46.2
29382,14.0
29383,9.5
29384,129.98
29385,5.36
29386,0.76
29387,0.68
29388,36.87
29389,99.0
29390,288.9
29391,67.45
29392,100.0
29393,90.05
29394,146.33
29395,12.99
29396,33.24
29397,0.77
29398,20.19
29399,220.82
29400,255.99
29401,15.17
29402,110.05
29403,24.99
29404,29.99
29405,1189.3
29406,76.0
29407,165.0
29408,12.0
29409,1.29
29410,4.49
29411,50.0
29412,1.0
29413,40.0
29414,19.95
29415,1103.0
29416,1.98
29417,116.0
29418,89.95
29419,11.0
29420,19.95
29421,70.0
29422,1.79
29423,67.08
29424,10.0
29425,1.0
29426,12.99
29427,0.89
29428,110.04
29429,9.19
29430,1.98
29431,512.9
29432,589.65
29433,80.12
29434,109.63
29435,1.5
29436,49.99
29437,2.99
29438,9.12
29439,0.89
29440,9.99
29441,15.0
29442,67.58
29443,440.0
29444,0.99
29445,5.0
29446,478.0
29447,30.69
29448,7.37
29449,10.59
29450,15.66
29451,233.24
29452,37.9
29453,29.6
29454,29.13
29455,2.69
29456,133.44
29457,405.0
29458,14.72
29459,15.0
29460,5.49
29461,1.0
29462,1.98
29463,170.74
29464,19.95
29465,201.0
29466,49.0
29467,1.18
29468,10.62
29469,12.0
29470,298.4
29471,50.0
29472,8.45
29473,4.0
29474,0.05
29475,5.99
29476,37.93
29477,0.89
29478,58.0
29479,77.17
29480,1.0
29481,17.27
29482,8.85
29483,4.49
29484,2.69
29485,403.95
29486,2.69
29487,114.89
29488,62.48
29489,14.95
29490,513.72
29491,19.78
29492,195.74
29493,4.49
29494,16.1
29495,129.95
29496,124.61
29497,2.69
29498,71.62
29499,431.7
29500,1.29
29501,54.33
29502,31.2
29503,67.17
29504,5.7
29505,35.9
29506,35.45
29507,104.76
29508,468.0
29509,98.88
29510,20.0
29511,12.0
29512,0.89
29513,1.0
29514,8.99
29515,201.16
29516,11.5
29517,4.99
29518,1636.92
29519,16.87
29520,44.0
29521,1.98
29522,12.0
29523,9.99
29524,144.0
29525,241.76
29526,0.79
29527,63.23
29528,45.0
29529,150.0
29530,15.95
29531,0.77
29532,12.31
29533,159.0
29534,3.91
29535,40.0
29536,2.25
29537,133.0
29538,1.82
29539,11.0
29540,79.99
29541,0.89
29542,18.35
29543,1.79
29544,24.2
29545,1890.69
29546,57.6
29547,12.9
29548,1.0
29549,28.23
29550,293.98
29551,4.25
29552,23.74
29553,4.74
29554,575.95
29555,6.0
29556,4.0
29557,19.51
29558,5.0
29559,0.99
29560,285.7
29561,0.77
29562,102.97
29563,15.0
29564,89.99
29565,19.0
29566,5.0
29567,1.98
29568,14.4
29569,46.7
29570,1.0
29571,3.0
29572,1.0
29573,240.79
29574,4.55
29575,11.34
29576,0.89
29577,1.0
29578,130.0
29579,314.75
29580,7.32
29581,40.0
29582,1.0
29583,1.0
29584,0.89
29585,118.0
29586,9.03
29587,1.29
29588,1.0
29589,1.0
29590,71.85
29591,0.89
29592,327.2
29593,129.19
29594,912.45
29595,14.49
29596,439.0
29597,12.95
29598,1.0
29599,180.0
29600,68.7
29601,1.98
29602,71.94
29603,1.29
29604,86.9
29605,80.0
29606,45.4
29607,148.0
29608,49.99
29609,17.08
29610,1.0
29611,3.59
29612,58.0
29613,1.0
29614,54.49
29615,1.29
29616,11.5
29617,7.6
29618,0.89
29619,129.71
29620,1.0
29621,20.97
29622,44.37
29623,1.99
29624,62.2
29625,12.99
29626,25.0
29627,24.02
29628,9.49
29629,2.69
29630,28.86
29631,4.99
29632,1.79
29633,674.75
29634,4.25
29635,8.0
29636,4.49
29637,620.52
29638,7.0
29639,94.7
29640,383.2
29641,97.82
29642,1.0
29643,12.31
29644,12.0
29645,1.0
29646,9.94
29647,2.55
29648,5.0
29649,11.9
29650,3.87
29651,8.0
29652,52.95
29653,50.0
29654,35.5
29655,127.81
29656,29.9
29657,24.99
29658,617.0
29659,6.0
29660,113.79
29661,57.38
29662,33.0
29663,200.0
29664,20.99
29665,15.0
29666,104.29
29667,83.85
29668,2.59
29669,9.42
29670,40.0
29671,19.98
29672,59.9
29673,11.99
29674,10.0
29675,1.79
29676,4.0
29677,1.29
29678,4.84
29679,9.21
29680,9.98
29681,25.0
29682,1.29
29683,1.29
29684,160.85
29685,1.98
29686,6.89
29687,1.29
29688,1.79
29689,10.0
29690,25.0
29691,1534.0
29692,9.99
29693,1.0
29694,133.0
29695,2.49
29696,12.99
29697,9.1
29698,1.0
29699,18.03
29700,2.69
29701,4.45
29702,11.85
29703,49.95
29704,238.46
29705,60.28
29706,253.37
29707,209.03
29708,1730.0
29709,0.0
29710,0.89
29711,1.98
29712,3.76
29713,8.93
29714,1.98
29715,66.0
29716,82.0
29717,795.56
29718,117.18
29719,32.43
29720,8.42
29721,13.62
29722,2.99
29723,120.0
29724,43.95
29725,12.0
29726,23.6
29727,89.0
29728,9.99
29729,8.98
29730,22.9
29731,1.0
29732,39.1
29733,49.95
29734,0.0
29735,19.0
29736,149.9
29737,39.95
29738,2.68
29739,0.89
29740,19.09
29741,39.99
29742,1.0
29743,5.29
29744,12.16
29745,130.0
29746,9.85
29747,370.0
29748,3.79
29749,0.76
29750,3.87
29751,9.99
29752,9.85
29753,349.0
29754,1.0
29755,3.57
29756,6.05
29757,15.0
29758,19.45
29759,17.74
29760,11.0
29761,30.37
29762,144.0
29763,336.38
29764,100.0
29765,59.33
29766,80.0
29767,59.46
29768,2.69
29769,270.0
29770,15.0
29771,5.76
29772,1.0
29773,1.0
29774,1.29
29775,1.98
29776,0.99
29777,12.31
29778,1.0
29779,13.19
29780,77.9
29781,265.0
29782,48.95
29783,277.99
29784,11.9
29785,1.0
29786,29.99
29787,33.31
29788,59.9
29789,156.6
29790,1.0
29791,12.35
29792,82.76
29793,0.76
29794,160.99
29795,4.0
29796,156.38
29797,1183.32
29798,52.0
29799,6.83
29800,54.25
29801,2.49
29802,21.74
29803,17.23
29804,119.0
29805,19.8
29806,170.0
29807,0.99
29808,5.0
29809,279.98
29810,3.06
29811,66.58
29812,38.41
29813,6.26
29814,4.56
29815,0.76
29816,4.49
29817,705.0
29818,41.64
29819,1.79
29820,0.77
29821,10.0
29822,20.23
29823,0.91
29824,12.99
29825,29.9
29826,11.5
29827,145.42
29828,45.46
29829,1.0
29830,0.77
29831,69.0
29832,0.89
29833,2.68
29834,120.0
29835,33.0
29836,39.95
29837,0.89
29838,260.87
29839,42.9
29840,133.26
29841,30.4
29842,34.95
29843,69.99
29844,59.88
29845,162.15
29846,34.05
29847,651.1
29848,3.78
29849,0.76
29850,37.03
29851,551.44
29852,13.9
29853,29.07
29854,11.5
29855,0.89
29856,31.85
29857,10.4
29858,19.47
29859,14.0
29860,14.97
29861,98.9
29862,6.06
29863,7.7
29864,0.76
29865,1.0
29866,24.99
29867,110.5
29868,0.89
29869,12.31
29870,5.67
29871,13.44
29872,154.99
29873,401.1
29874,79.0
29875,1.0
29876,103.0
29877,357.6
29878,40.0
29879,0.89
29880,166.87
29881,0.89
29882,185.95
29883,28.74
29884,0.89
29885,1.29
29886,7.72
29887,144.0
29888,87.0
29889,7.01
29890,24.95
29891,8.99
29892,22.45
29893,26.15
29894,37.34
29895,44.99
29896,130.0
29897,49.99
29898,145.2
29899,80.18
29900,70.0
29901,32.0
29902,1.0
29903,15.0
29904,29.46
29905,15.0
29906,2.68
29907,1.0
29908,48.0
29909,49.99
29910,12.97
29911,315.75
29912,16.0
29913,89.99
29914,4.78
29915,0.89
29916,10.99
29917,15.0
29918,59.0
29919,182.7
29920,22.0
29921,189.0
29922,4.72
29923,9.92
29924,3.99
29925,61.13
29926,516.94
29927,1.98
29928,36.71
29929,1.46
29930,142.32
29931,1.9
29932,28.57
29933,0.0
29934,1.0
29935,1.78
29936,109.0
29937,940.38
29938,1.0
29939,89.03
29940,450.0
29941,15.21
29942,51.99
29943,157.88
29944,90.0
29945,53.7
29946,14.5
29947,1066.18
29948,19.35
29949,4.0
29950,14.2
29951,32.0
29952,6.85
29953,94.8
29954,0.99
29955,60.0
29956,135.94
29957,60.0
29958,3.14
29959,1.0
29960,346.31
29961,1.0
29962,222.99
29963,18.0
29964,10.0
29965,1.29
29966,1192.06
29967,20.16
29968,10.44
29969,8.49
29970,20.0
29971,99.0
29972,134.0
29973,100.0
29974,1.29
29975,212.33
29976,22.7
29977,5.99
29978,2.27
29979,20.0
29980,16.31
29981,125.9
29982,11.85
29983,150.92
29984,193.74
29985,20.0
29986,36.75
29987,21.99
29988,49.0
29989,1.0
29990,1.98
29991,11.3
29992,9.2
29993,74.88
29994,24.0
29995,1398.0
29996,25.0
29997,223.36
29998,3.36
29999,89.99
30000,23.9
30001,8.07
30002,4.99
30003,11.79
30004,147.35
30005,6.0
30006,6.25
30007,5.0
30008,55.88
30009,16.57
30010,52.86
30011,166.48
30012,1.78
30013,12.63
30014,1.98
30015,0.77
30016,91.0
30017,0.76
30018,44.01
30019,53.0
30020,70.5
30021,183.56
30022,0.79
30023,20.0
30024,6.99
30025,1.98
30026,9.99
30027,269.0
30028,85.87
30029,10.88
30030,126.17
30031,1456.21
30032,0.99
30033,20.65
30034,50.0
30035,117.98
30036,28.0
30037,217.99
30038,39.0
30039,90.0
30040,13.72
30041,22.9
30042,9.99
30043,29.9
30044,0.89
30045,56.61
30046,5.0
30047,88.5
30048,69.0
30049,100.98
30050,26.7
30051,2.58
30052,6.84
30053,57.22
30054,17.99
30055,90.0
30056,3.67
30057,27.41
30058,44.9
30059,1.98
30060,1.0
30061,20.0
30062,59.58
30063,2.44
30064,47.52
30065,26.95
30066,1.0
30067,1880.0
30068,4.49
30069,352.96
30070,15.0
30071,64.0
30072,90.9
30073,5.26
30074,1.29
30075,45.61
30076,0.1
30077,15.42
30078,95.0
30079,1.29
30080,32.4
30081,1.79
30082,9.55
30083,43.4
30084,6.04
30085,6.49
30086,50.0
30087,47.3
30088,9.99
30089,18.0
30090,1.98
30091,147.88
30092,302.11
30093,84.0
30094,22.97
30095,199.0
30096,290.16
30097,227.08
30098,12.2
30099,21.0
30100,1108.09
30101,14.9
30102,11.85
30103,390.36
30104,93.77
30105,19.95
30106,8.31
30107,1.0
30108,3.0
30109,176.68
30110,11.5
30111,124.29
30112,1.0
30113,16.79
30114,15.95
30115,760.0
30116,0.24
30117,25.0
30118,21.97
30119,50.0
30120,79.0
30121,36.7
30122,2.69
30123,22.02
30124,7.04
30125,29.27
30126,25.0
30127,3.6
30128,9.87
30129,1.0
30130,6.84
30131,29.71
30132,1.29
30133,9.99
30134,64.99
30135,12.99
30136,159.56
30137,170.0
30138,14.9
30139,328.87
30140,0.12
30141,11.27
30142,287.48
30143,1.98
30144,16.25
30145,198.74
30146,123.14
30147,151.41
30148,4.26
30149,144.0
30150,46.97
30151,1.0
30152,6.6
30153,25.2
30154,56.71
30155,99.0
30156,1.0
30157,39.09
30158,20.0
30159,15.0
30160,78.06
30161,17.5
30162,52.5
30163,289.6
30164,14.85
30165,11.39
30166,113.95
30167,195.87
30168,125.0
30169,176.76
30170,100.0
30171,47.7
30172,69.0
30173,148.87
30174,40.0
30175,7.19
30176,358.0
30177,76.74
30178,82.52
30179,1.98
30180,120.4
30181,38.76
30182,8.99
30183,94.97
30184,80.44
30185,909.0
30186,118.85
30187,6.18
30188,2.0
30189,28.39
30190,69.99
30191,4.67
30192,31.78
30193,12.79
30194,54.0
30195,139.64
30196,338.0
30197,11.99
30198,0.26
30199,21.98
30200,7.77
30201,16.1
30202,55.92
30203,38.66
30204,3.59
30205,101.99
30206,283.92
30207,1.0
30208,38.52
30209,95.72
30210,6.3
30211,493.25
30212,1.0
30213,156.0
30214,108.83
30215,6.35
30216,217.74
30217,237.54
30218,8.99
30219,29.95
30220,132.06
30221,9.98
30222,19.71
30223,698.54
30224,1.0
30225,164.0
30226,0.89
30227,74.99
30228,38.95
30229,6.0
30230,1.0
30231,17.99
30232,46.96
30233,46.85
30234,4.0
30235,89.23
30236,315.87
30237,262.1
30238,10.66
30239,1.29
30240,37.17
30241,129.5
30242,37.1
30243,1.0
30244,81.07
30245,5.3
30246,10.0
30247,1.0
30248,16.2
30249,1.98
30250,150.36
30251,140.0
30252,15.95
30253,211.0
30254,11.5
30255,27.2
30256,69.0
30257,2.19
30258,1.0
30259,1.29
30260,0.12
30261,512.5
30262,517.57
30263,49.99
30264,9.49
30265,2.67
30266,11.56
30267,99.9
30268,337.18
30269,9.82
30270,95.0
30271,19.91
30272,0.77
30273,9.6
30274,224.0
30275,46.58
30276,8.99
30277,1.0
30278,0.73
30279,6.4
30280,9.95
30281,200.0
30282,1.78
30283,49.95
30284,24.0
30285,45.99
30286,20.0
30287,809.75
30288,0.92
30289,36.9
30290,22.09
30291,2.26
30292,200.97
30293,1.48
30294,111.5
30295,3.99
30296,4.74
30297,28.0
30298,196.99
30299,3.66
30300,45.0
30301,96.0
30302,29.56
30303,74.05
30304,400.51
30305,18.4
30306,48.0
30307,40.0
30308,64.94
30309,38.0
30310,8.0
30311,61.65
30312,257.75
30313,1.5
30314,239.7
30315,521.2
30316,38.04
30317,179.74
30318,0.89
30319,6.45
30320,89.99
30321,12.1
30322,3.99
30323,59.4
30324,19.99
30325,2.0
30326,9.99
30327,27.83
30328,127.69
30329,6.87
30330,6.99
30331,117.06
30332,16.95
30333,8.94
30334,9.99
30335,2.28
30336,15.0
30337,184.29
30338,0.99
30339,39.0
30340,0.76
30341,457.54
30342,1876.9
30343,59.74
30344,846.0
30345,1930.39
30346,20.0
30347,3.85
30348,15.9
30349,339.56
30350,1532.38
30351,2.81
30352,229.5
30353,178.0
30354,2.58
30355,314.0
30356,12.99
30357,15.0
30358,23.95
30359,9.99
30360,1.99
30361,124.99
30362,9.03
30363,10.0
30364,15.73
30365,506.56
30366,2.23
30367,232.99
